category,priority,year,month,latitude,longitude,district
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
LOST PROPERTY,0,2018,10,29.97062974,-90.03445086,5
SIMPLE BURGLARY VEHICLE,1,2018,10,29.92961192,-90.07313282,6
SUSPICIOUS PERSON,2,2018,10,29.96374553,-90.08522848,1
BUSINESS CHECK,1,2018,10,29.94326883,-90.07320678,6
AREA CHECK,1,2018,10,29.97904836,-90.09638747,3
AGGRAVATED ASSAULT,2,2018,10,30.03617339,-89.92678229,7
AREA CHECK,1,2018,10,30.00163803,-90.11891597,3
AREA CHECK,1,2018,10,29.94867511,-90.04614138,4
AREA CHECK,1,2018,10,30.01573368,-90.10368104,3
COMPLAINT OTHER,1,2018,10,30.02039689,-90.08137008,3
COMPLAINT OTHER,2,2018,10,29.97030688,-90.06452649,1
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,30.05501061,-89.96989453,7
BUSINESS CHECK,1,2018,10,29.97525546,-90.09007114,1
"BURGLAR ALARM, SILENT",1,2018,10,29.97161899,-90.11545422,3
"BURGLAR ALARM, SILENT",2,2018,10,29.94737446,-90.06743821,8
AREA CHECK,1,2018,10,30.00066269,-90.11616626,3
DISTURBANCE (OTHER),1,2018,10,29.9268055,-90.07089176,6
AREA CHECK,1,2018,10,30.00385895,-90.03997911,3
AREA CHECK,1,2018,10,29.9834366,-90.09805537,3
COMPLAINT OTHER,1,2018,10,29.96164945,-90.05708313,8
HOLD UP ALARM,2,2018,10,30.0425591,-89.97480241,7
"OBSCENITY, EXPOSING",1,2018,10,29.96810364,-90.070264,1
THEFT,1,2018,10,29.95744613,-90.07605806,8
DIRECTED TRAFFIC ENFORCEMENT,1,2018,10,30.00644074,-90.03277759,3
DISTURBANCE (OTHER),1,2018,10,29.95765803,-90.06625259,8
AUTO ACCIDENT,1,2018,10,30.03194629,-89.98901744,7
AUTO ACCIDENT WITH INJURY,2,2018,10,29.93893475,-90.05291878,4
HIT & RUN,1,2018,10,29.92852164,-90.03150381,4
COMPLAINT OTHER,1,2018,10,30.15497143,-89.85629211,7
AUTO ACCIDENT,1,2018,10,29.94397306,-90.08439992,6
COMPLAINT OTHER,2,2018,10,29.97879918,-90.10021029,3
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.93759566,-90.08379616,6
AUTO ACCIDENT,1,2018,10,29.99482232,-90.0770329,3
COMPLAINT OTHER,1,2018,10,29.95884115,-90.07042591,1
DOMESTIC DISTURBANCE,2,2018,10,30.00967862,-90.06160366,3
AREA CHECK,1,2018,10,30.01167141,-90.10065541,3
COMPLAINT OTHER,1,2018,10,29.96581726,-90.0631334,8
COMPLAINT OTHER,1,2018,10,29.98194207,-90.07579271,1
DEATH,1,2018,10,29.98048858,-90.07494816,1
"BURGLAR ALARM, SILENT",1,2018,10,29.95802113,-90.07389425,1
HOLD UP ALARM,2,2018,10,30.02423844,-90.05560301,3
DOMESTIC DISTURBANCE,2,2018,10,29.92625454,-90.07640777,6
DOMESTIC DISTURBANCE,2,2018,10,29.91637744,-90.11200331,2
BUSINESS CHECK,1,2018,10,29.95964257,-90.11305744,2
"BURGLAR ALARM, SILENT",1,2018,10,29.94360305,-90.13184165,2
DIRECTED PATROL,1,2018,10,29.92366861,-89.98460955,4
SIMPLE BATTERY DOMESTIC,2,2018,10,29.91668363,-90.11189188,2
"BURGLAR ALARM, SILENT",1,2018,10,30.05124762,-89.97181968,7
AREA CHECK,1,2018,10,29.95894564,-90.11421832,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97093862,-90.03485423,5
DIRECTED PATROL,1,2018,10,29.92986065,-90.01835201,4
MEDICAL,2,2018,10,0,0,3
"BURGLAR ALARM, SILENT",1,2018,10,29.96925972,-90.0791185,1
RECOVERY OF REPORTED STOLEN VEHICLE,1,2018,10,29.96517715,-90.07460236,1
SIMPLE BURGLARY VEHICLE,1,2018,10,29.96605187,-90.03568603,5
"BURGLAR ALARM, SILENT",2,2018,10,29.94391321,-90.09300698,6
RETURN FOR ADDITIONAL INFO,1,2018,10,29.96005181,-90.06293144,8
AREA CHECK,1,2018,10,29.95792035,-90.09397912,1
AUTO ACCIDENT,1,2018,10,29.92481845,-90.02156063,4
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
COMPLAINT OTHER,1,2018,10,30.0340862,-89.98630074,7
AUTO ACCIDENT,1,2018,10,30.02814808,-90.01638086,7
AUTO ACCIDENT,1,2018,10,29.9910101,-90.05617492,3
RETURN FOR ADDITIONAL INFO,1,2018,10,29.94186783,-90.11850836,2
MENTAL PATIENT,2,2018,10,0,0,3
THEFT,0,2018,10,29.97549428,-90.04697847,5
THEFT,0,2018,10,29.98216669,-90.09114027,1
DIRECTED PATROL,1,2018,10,29.96387915,-90.05169918,5
"BURGLAR ALARM, SILENT",1,2018,10,30.00262954,-90.05228982,3
HOLD UP ALARM,2,2018,10,29.94231992,-90.12740057,2
AUTO ACCIDENT,1,2018,10,29.96552457,-90.11006198,2
AUTO ACCIDENT,1,2018,10,0.0,0.0,0
AUTO ACCIDENT,1,2018,10,29.94340769,-90.08883495,6
MEDICAL,2,2018,10,0,0,5
AUTO ACCIDENT,1,2018,10,29.94340769,-90.08883495,6
AUTO ACCIDENT,1,2018,10,29.96457559,-90.08811218,1
SUSPICIOUS PERSON,1,2018,10,29.99747692,-90.12263645,3
TRAFFIC INCIDENT,1,2018,10,29.94397306,-90.08439992,6
TRAFFIC INCIDENT,1,2018,10,30.0598742,-89.93924668,7
SUSPICIOUS PERSON,1,2018,10,29.96694845,-90.09354206,1
COMPLAINT OTHER,1,2018,10,29.97069583,-90.05658949,5
THEFT BY FRAUD,0,2018,10,30.03775209,-89.98235302,7
RETURN FOR ADDITIONAL INFO,1,2018,10,30.02756361,-89.96817036,7
BUSINESS CHECK,1,2018,10,29.92222311,-90.12294204,2
"BURGLAR ALARM, SILENT",1,2018,10,29.92086141,-90.10988039,2
COMPLAINT OTHER,1,2018,10,30.02966543,-89.98447611,7
HIT & RUN,1,2018,10,30.01291287,-89.99420375,7
AREA CHECK,1,2018,10,29.93728292,-90.10190356,2
TRAFFIC INCIDENT,1,2018,10,29.98006053,-90.05812565,5
COMPLAINT OTHER,2,2018,10,29.99291264,-90.04880614,3
AREA CHECK,1,2018,10,30.00577313,-90.118836,3
COMPLAINT OTHER,2,2018,10,29.94582462,-90.06651865,8
TRAFFIC INCIDENT,1,2018,10,29.9672962,-90.07776802,1
RECOVERY OF REPORTED STOLEN VEHICLE,1,2018,10,29.96062848,-90.07965096,1
UNAUTHORIZED USE OF VEHICLE,1,2018,10,30.04752625,-89.95772541,7
"BURGLAR ALARM, SILENT, FAR NO RESPONSE",0,2018,10,29.94482106,-90.06734379,8
DISTURBANCE (OTHER),1,2018,10,29.96231536,-90.058022,8
QUALITY OF LIFE ISSUE,1,2018,10,30.03545727,-89.97617848,7
"BURGLAR ALARM, SILENT",2,2018,10,30.01071618,-90.04254008,3
HIT & RUN,1,2018,10,29.92590519,-90.07877783,6
THEFT,1,2018,10,30.02700764,-90.0256972,3
COMPLAINT OTHER,1,2018,10,29.96287894,-90.09764081,1
COMPLAINT OTHER,1,2018,10,29.92007218,-90.00807115,4
BUSINESS CHECK,1,2018,10,29.9703129,-90.08387382,1
HOLD UP ALARM,2,2018,10,29.97232627,-90.12024521,3
MENTAL PATIENT,2,2018,10,0,0,5
SEXUAL BATTERY,2,2018,10,0,0,3
THEFT,1,2018,10,30.01879391,-89.97860646,7
HIT & RUN,1,2018,10,29.9617467,-90.11389764,2
AUTO THEFT,0,2018,10,29.94835244,-90.10320877,2
QUALITY OF LIFE ISSUE,1,2018,10,30.03568615,-89.97468171,7
RETURN FOR ADDITIONAL INFO,1,2018,10,29.96807177,-90.05309898,5
HIT & RUN,1,2018,10,29.90830842,-89.98783519,4
BUSINESS CHECK,1,2018,10,29.93620565,-90.07814259,6
MENTAL PATIENT,2,2018,10,0,0,1
COMPLAINT OTHER,1,2018,10,29.97463278,-90.04822874,5
BUSINESS CHECK,1,2018,10,29.96160484,-90.01600519,5
COMPLAINT OTHER,1,2018,10,29.94132428,-90.08009571,6
AGGRAVATED RAPE,2,2018,10,0,0,2
COMPLAINT OTHER,1,2018,10,29.94551329,-90.11127423,2
BUSINESS CHECK,1,2018,10,29.94867494,-90.12861252,2
HIT & RUN,1,2018,10,29.93422649,-90.03535574,4
"BURGLAR ALARM, SILENT",1,2018,10,30.01913256,-90.0749396,3
COMPLAINT OTHER,1,2018,10,29.98956202,-90.06505242,3
AREA CHECK,1,2018,10,29.957067,-90.0171436,5
TRAFFIC INCIDENT,1,2018,10,29.94887298,-90.06694243,8
COMPLAINT OTHER,1,2018,10,29.99059182,-90.03887684,5
COMPLAINT OTHER,2,2018,10,29.93799126,-90.07591113,6
COMPLAINT OTHER,1,2018,10,29.95521452,-90.07258591,8
QUALITY OF LIFE ISSUE,1,2018,10,30.03325668,-90.02005861,7
BUSINESS CHECK,1,2018,10,29.96522069,-90.03094773,5
RETURN FOR ADDITIONAL INFO,1,2018,10,30.04609725,-89.96323677,7
COMPLAINT OTHER,1,2018,10,29.94553571,-90.09961729,2
RETURN FOR ADDITIONAL INFO,1,2018,10,30.02756361,-89.96817036,7
BUSINESS CHECK,1,2018,10,29.96992424,-90.08404454,1
"BURGLAR ALARM, SILENT",1,2018,10,30.01173009,-90.06341595,3
HIT & RUN,1,2018,10,29.97327374,-90.04414944,5
COMPLAINT OTHER,1,2018,10,29.98136014,-90.10309047,3
SUSPICIOUS PERSON,2,2018,10,29.93484776,-90.12783878,2
TRAFFIC INCIDENT,2,2018,10,29.9811685,-90.11368022,3
AREA CHECK,1,2018,10,29.9696428,-90.0874115,1
BUSINESS CHECK,1,2018,10,29.93265831,-90.00426385,4
RESIDENCE BURGLARY,1,2018,10,30.00559738,-90.11396007,3
BUSINESS CHECK,1,2018,10,29.94326883,-90.07320678,6
HIT & RUN,1,2018,10,29.96794103,-90.10753796,1
AUTO ACCIDENT,1,2018,10,29.96788777,-90.0214716,5
TRAFFIC INCIDENT,1,2018,10,30.00973449,-90.02090137,3
"BURGLAR ALARM, SILENT",1,2018,10,29.97398489,-90.08607446,1
COMPLAINT OTHER,1,2018,10,30.0263824,-90.0522618,3
MISSING ADULT,1,2018,10,30.07305662,-89.94252839,7
SIMPLE BATTERY DOMESTIC,2,2018,10,29.93429765,-90.02369033,4
THEFT,0,2018,10,29.9444995,-90.06608601,8
COMPLAINT OTHER,1,2018,10,29.96183005,-90.0919404,1
EXTORTION (THREATS),1,2018,10,29.92609184,-90.0169156,4
BUSINESS CHECK,1,2018,10,29.97666,-90.047191,5
FIGHT,2,2018,10,29.96901033,-90.02577257,5
BUSINESS BURGLARY,2,2018,10,29.96703261,-90.04019987,5
AUTO ACCIDENT,1,2018,10,30.00400195,-90.09889742,3
FIGHT,2,2018,10,30.0123083,-90.05042412,3
SIMPLE CRIMINAL DAMAGE,1,2018,10,30.00600455,-90.03630796,3
RETURN FOR ADDITIONAL INFO,1,2018,10,29.94778222,-90.06356741,8
PICKPOCKET,1,2018,10,29.95385694,-90.06958596,8
UNAUTHORIZED USE OF VEHICLE,1,2018,10,30.04752625,-89.95772541,7
UNAUTHORIZED USE OF VEHICLE,1,2018,10,30.04752625,-89.95772541,7
UNAUTHORIZED USE OF VEHICLE,1,2018,10,30.04752625,-89.95772541,7
SIMPLE BURGLARY VEHICLE,1,2018,10,30.04727305,-89.98071308,7
SIMULTANEOS STOLEN/RECOVERY VEHICLE,1,2018,10,30.04609725,-89.96323677,7
AUTO ACCIDENT,1,2018,10,29.9556776,-90.08059741,8
TRAFFIC INCIDENT,1,2018,10,29.95267036,-90.06811828,8
DISTURBANCE (OTHER),1,2018,10,29.93974579,-90.10521219,2
MISSING JUVENILE,1,2018,10,0,0,5
AUTO ACCIDENT POLICE VEHICLE,1,2018,10,29.94708053,-90.07003038,8
SILENT 911 CALL,2,2018,10,29.95163318,-90.06986923,8
COMPLAINT OTHER,1,2018,10,29.96044612,-90.06257352,8
BUSINESS CHECK,1,2018,10,29.97475024,-90.09997189,1
TRAFFIC INCIDENT,1,2018,10,29.9536437,-90.07036105,8
AUTO ACCIDENT WITH INJURY,2,2018,10,29.9604036,-90.01217989,5
COMPLAINT OTHER,1,2018,10,29.96712705,-90.07037715,1
HIT & RUN,1,2018,10,30.01235667,-90.11834449,3
AUTO ACCIDENT,1,2018,10,29.96007558,-90.01128436,5
AUTO THEFT,1,2018,10,30.04609725,-89.96323677,7
COMPLAINT OTHER,1,2018,10,29.93049207,-90.02356725,4
TRAFFIC INCIDENT,1,2018,10,29.92090805,-90.10023526,6
COMPLAINT OTHER,2,2018,10,30.02554328,-89.97999844,7
TRAFFIC INCIDENT,1,2018,10,29.95288086,-90.13173631,2
THEFT BY FRAUD,1,2018,10,29.94177812,-90.0751638,6
DISTURBANCE (OTHER),1,2018,10,29.98363565,-90.05117426,5
COMPLAINT OTHER,1,2018,10,29.99324671,-90.09816357,3
AUTO ACCIDENT,1,2018,10,30.00292502,-90.04919834,3
TRAFFIC INCIDENT,1,2018,10,29.95592285,-90.06352541,8
SIMPLE BATTERY DOMESTIC,2,2018,10,30.0155996,-90.01167168,7
AREA CHECK,1,2018,10,30.00416958,-90.10550373,3
SUSPICIOUS PERSON,1,2018,10,29.94619458,-90.07857132,6
THEFT,0,2018,10,30.00503972,-90.1052442,3
DISTURBANCE (OTHER),1,2018,10,29.93217997,-90.09260503,6
WARR STOP WITH RELEASE,0,2018,10,29.95288086,-90.13173631,2
WARR STOP WITH RELEASE,0,2018,10,29.95288086,-90.13173631,2
DISTURBANCE (OTHER),1,2018,10,29.93348291,-90.04029166,4
DRUG VIOLATIONS,1,2018,10,29.95288086,-90.13173631,2
"BURGLAR ALARM, SILENT",2,2018,10,29.93155724,-90.02159127,4
AUTO ACCIDENT WITH INJURY,2,2018,10,29.93394237,-90.08701842,6
MEDICAL,2,2018,10,0,0,7
MEDICAL,2,2018,10,0,0,2
COMPLAINT OTHER,1,2018,10,29.96122059,-90.12170792,2
COMPLAINT OTHER,1,2018,10,30.1500828,-89.85939718,7
ABANDONED VEHICLE,1,2018,10,29.96336627,-90.01333239,5
COMPLAINT OTHER,1,2018,10,29.97744433,-90.05986306,5
TRAFFIC INCIDENT,1,2018,10,29.98071797,-90.07738765,1
TRAFFIC INCIDENT,1,2018,10,29.94574979,-90.11395348,2
THEFT BY FRAUD,0,2018,10,30.0454804,-89.99010729,7
AUTO ACCIDENT,1,2018,10,29.99401445,-90.07344387,3
COMPLAINT OTHER,1,2018,10,29.95542795,-90.06687159,8
COMPLAINT OTHER,1,2018,10,29.89945166,-90.00016014,4
COMPLAINT OTHER,1,2018,10,29.95833337,-90.10710811,2
DISTURBANCE (OTHER),1,2018,10,29.98859187,-90.05880239,3
TRAFFIC INCIDENT,1,2018,10,29.95850115,-90.0709217,1
SIMPLE BATTERY DOMESTIC,2,2018,10,30.00376347,-90.03944779,3
SIMPLE CRIMINAL DAMAGE,0,2018,10,29.96871669,-90.08441747,1
TRAFFIC INCIDENT,1,2018,10,29.93549305,-90.01302339,4
DOMESTIC DISTURBANCE,2,2018,10,30.02098849,-89.98402732,7
HOMELESS,1,2018,10,29.95641822,-90.08168737,1
RETURN FOR ADDITIONAL INFO,1,2018,10,29.98956202,-90.06505242,3
BUSINESS CHECK,1,2018,10,29.96761725,-90.04266847,5
COMPLAINT OTHER,1,2018,10,30.00272042,-90.03938732,3
COMPLAINT OTHER,1,2018,10,29.97895888,-90.10598341,3
COMPLAINT OTHER,1,2018,10,30.0151059,-90.03460936,3
RETURN FOR ADDITIONAL INFO,1,2018,10,29.96371236,-90.06530903,8
RETURN FOR ADDITIONAL INFO,1,2018,10,29.94778222,-90.06356741,8
BICYCLE THEFT,0,2018,10,29.96272001,-90.05909127,8
RETURN FOR ADDITIONAL INFO,1,2018,10,29.93319379,-90.11465608,2
TRAFFIC INCIDENT,1,2018,10,30.00527738,-90.03633042,3
"BURGLAR ALARM, SILENT",2,2018,10,0.0,0.0,0
AREA CHECK,1,2018,10,29.97043153,-90.08541347,1
TRAFFIC INCIDENT,1,2018,10,29.93919324,-90.09702205,2
SUSPICIOUS PERSON,1,2018,10,30.03163427,-89.97134629,7
BUSINESS CHECK,1,2018,10,29.95570253,-90.1195322,2
SUSPICIOUS PERSON,1,2018,10,30.02533284,-89.98318539,7
MEDICAL,2,2018,10,0,0,7
RETURN FOR ADDITIONAL INFO,1,2018,10,29.94778222,-90.06356741,8
COMPLAINT OTHER,1,2018,10,29.9427073,-90.09927512,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.98956202,-90.06505242,3
COMPLAINT OTHER,1,2018,10,29.95104803,-90.07729824,8
TRAFFIC INCIDENT,1,2018,10,29.93928962,-90.10099097,2
TRAFFIC INCIDENT,1,2018,10,29.95981496,-90.06747052,8
DISTURBANCE (OTHER),1,2018,10,29.96501826,-90.05172769,5
MENTAL PATIENT,2,2018,10,0,0,5
SIMPLE BATTERY DOMESTIC,1,2018,10,30.02925039,-89.99179991,7
COMPLAINT OTHER,1,2018,10,29.95437985,-90.06495858,8
RECOVERY OF REPORTED STOLEN VEHICLE,1,2018,10,29.93567,-90.09313297,6
TRAFFIC INCIDENT,1,2018,10,29.99834085,-90.06052731,3
DISTURBANCE (OTHER),1,2018,10,29.97353632,-90.04672311,5
COMPLAINT OTHER,1,2018,10,29.95918235,-90.08577486,1
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.94636998,-90.08825551,6
THEFT,0,2018,10,29.94551329,-90.11127423,2
FIGHT,2,2018,10,29.95669911,-90.06280806,8
TRUANT VIOLATION,1,2018,10,29.92542868,-90.11543371,2
TRAFFIC INCIDENT,1,2018,10,29.9575474,-90.11571164,2
TRAFFIC INCIDENT,1,2018,10,30.00272042,-90.03938732,3
PROWLER,1,2018,10,29.97463278,-90.04822874,5
SUSPICIOUS PERSON,1,2018,10,29.96959961,-90.0430274,5
DISTURBANCE (OTHER),1,2018,10,30.04373692,-89.95972391,7
COMPLAINT OTHER,1,2018,10,29.96026084,-90.09482562,1
COMPLAINT OTHER,1,2018,10,30.02071186,-89.93959263,7
DISTURBANCE (OTHER),1,2018,10,30.00970086,-90.01962462,7
BUSINESS CHECK,1,2018,10,29.97525546,-90.09007114,1
DISTURBANCE (OTHER),1,2018,10,29.9429507,-90.09139094,6
COMPLAINT OTHER,1,2018,10,29.95895047,-90.06993714,1
COMPLAINT OTHER,1,2018,10,29.91856147,-90.09440269,6
AREA CHECK,1,2018,10,29.91856147,-90.09440269,6
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95996774,-90.10840522,2
AREA CHECK,1,2018,10,30.01167141,-90.10065541,3
THEFT,1,2018,10,29.95643801,-90.07427765,8
TRAFFIC INCIDENT,1,2018,10,30.00742797,-90.03284935,3
AUTO ACCIDENT,1,2018,10,29.94236822,-90.09446402,6
TRAFFIC INCIDENT,1,2018,10,30.00405399,-90.03570694,3
CAD TEST,0,2018,10,29.98039035,-90.1122454,3
SUSPICIOUS PERSON,2,2018,10,0.0,0.0,0
"BURGLAR ALARM, SILENT",2,2018,10,30.02906024,-89.997771,7
COMPLAINT OTHER,1,2018,10,30.02743735,-90.00874406,7
BUSINESS BURGLARY,1,2018,10,30.01211299,-90.00254618,7
DISTURBANCE (OTHER),2,2018,10,29.98239717,-90.06027066,5
AUTO ACCIDENT WITH INJURY,2,2018,10,29.95952205,-90.09244085,1
TRAFFIC INCIDENT,1,2018,10,29.95149924,-90.1011357,2
FUGITIVE ATTACHMENT,1,2018,10,29.99834085,-90.06052731,3
FUGITIVE ATTACHMENT,1,2018,10,29.99834085,-90.06052731,3
DISTURBANCE (OTHER),1,2018,10,29.92213716,-90.01858774,4
COMPLAINT OTHER,1,2018,10,29.99917758,-90.06262456,3
SUSPICIOUS PERSON,2,2018,10,30.00644074,-90.03277759,3
"BURGLAR ALARM, SILENT",1,2018,10,30.00025023,-90.08070929,3
TRAFFIC INCIDENT,1,2018,10,30.00527738,-90.03633042,3
SUSPICIOUS PERSON,2,2018,10,29.94427727,-90.07906763,6
BUSINESS CHECK,1,2018,10,29.92113817,-90.11757368,2
DISTURBANCE (OTHER),2,2018,10,29.93319293,-90.09230163,6
FUGITIVE ATTACHMENT,1,2018,10,29.9575474,-90.11571164,2
FUGITIVE ATTACHMENT,1,2018,10,29.9575474,-90.11571164,2
FUGITIVE ATTACHMENT,1,2018,10,29.9575474,-90.11571164,2
FUGITIVE ATTACHMENT,1,2018,10,29.9575474,-90.11571164,2
FUGITIVE ATTACHMENT,1,2018,10,29.9575474,-90.11571164,2
FUGITIVE ATTACHMENT,1,2018,10,29.9575474,-90.11571164,2
FUGITIVE ATTACHMENT,1,2018,10,29.9575474,-90.11571164,2
VIOLATION OF PROTECTION ORDER,2,2018,10,29.93429765,-90.02369033,4
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,30.02267152,-89.92659719,7
AUTO ACCIDENT CITY VEHICLE,1,2018,10,29.92500936,-90.08465806,6
DISTURBANCE (OTHER),1,2018,10,29.96022304,-90.11920497,2
"BURGLAR ALARM, SILENT",2,2018,10,29.96062375,-90.06541224,8
COMPLAINT OTHER,1,2018,10,29.95997087,-90.06345578,8
COMPLAINT OTHER,1,2018,10,29.93332329,-90.02690452,4
AREA CHECK,1,2018,10,29.97620231,-90.09269929,1
COMPLAINT OTHER,1,2018,10,30.02936971,-89.97096955,7
SIMPLE BURGLARY VEHICLE,1,2018,10,29.95129172,-90.07813528,8
AUTO THEFT,0,2018,10,29.99478981,-90.10033037,3
AREA CHECK,1,2018,10,29.93776288,-90.10194797,2
TRAFFIC INCIDENT,1,2018,10,30.01175443,-90.0996416,3
MEDICAL,2,2018,10,0,0,6
DISTURBANCE (OTHER),2,2018,10,29.93620565,-90.07814259,6
TRAFFIC INCIDENT,1,2018,10,30.00385895,-90.03997911,3
RESIDENCE BURGLARY,1,2018,10,30.01532481,-90.03447651,3
SIMPLE BURGLARY VEHICLE,1,2018,10,29.91959479,-90.10544661,2
COMPLAINT OTHER,1,2018,10,29.97603445,-90.09868808,1
SEXUAL BATTERY,2,2018,10,0,0,6
TRAFFIC INCIDENT,1,2018,10,29.98938027,-90.07308988,3
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.9599172,-90.05997994,8
TRAFFIC INCIDENT,1,2018,10,30.00527738,-90.03633042,3
COMPLAINT OTHER,1,2018,10,29.95417852,-90.0830857,1
BUSINESS CHECK,1,2018,10,29.97681162,-90.09776962,1
COMPLAINT OTHER,1,2018,10,30.01683358,-90.01006765,7
DISTURBANCE (OTHER),1,2018,10,29.95005284,-90.12628356,2
HIT & RUN,1,2018,10,29.93951699,-90.06696337,6
COMPLAINT OTHER,1,2018,10,29.96183005,-90.0919404,1
UNCLASSIFIED DEATH,1,2018,10,29.93758721,-90.08972139,6
"BURGLAR ALARM, SILENT",2,2018,10,29.95829096,-90.10142125,6
DRUG VIOLATIONS,1,2018,10,30.00527738,-90.03633042,3
DOMESTIC DISTURBANCE,2,2018,10,30.00401742,-90.12134049,3
COMPLAINT OTHER,1,2018,10,29.98114541,-90.08700674,1
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.93971641,-90.08524058,6
HIT & RUN,1,2018,10,29.91800291,-90.00878693,4
DOMESTIC DISTURBANCE,2,2018,10,30.03472882,-89.98943074,7
COMPLAINT OTHER,2,2018,10,30.02646695,-90.00950448,7
COMPLAINT OTHER,1,2018,10,29.9666211,-90.0831626,1
TRAFFIC INCIDENT,1,2018,10,30.0340862,-89.98630074,7
BUSINESS CHECK,1,2018,10,29.92581669,-90.01971498,4
COMPLAINT OTHER,1,2018,10,29.9607361,-90.06364698,8
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,30.00531578,-90.03521172,3
COMPLAINT OTHER,1,2018,10,29.95103148,-90.06885877,8
TRAFFIC INCIDENT,1,2018,10,30.00168649,-90.041251,3
MISSING JUVENILE,1,2018,10,0,0,7
RETURN FOR ADDITIONAL INFO,1,2018,10,30.02756361,-89.96817036,7
AREA CHECK,1,2018,10,29.97772716,-90.09655141,1
UNAUTHORIZED USE OF VEHICLE,1,2018,10,29.92633734,-90.07042389,6
THEFT BY FRAUD,1,2018,10,29.95496097,-90.0712439,8
THEFT BY FRAUD,0,2018,10,29.9903385,-90.06462832,3
AUTO ACCIDENT,1,2018,10,29.92547034,-90.06975701,6
AREA CHECK,1,2018,10,30.00565843,-90.11890159,3
AREA CHECK,1,2018,10,29.9698566,-90.09388892,1
WALKING BEAT,1,2018,10,29.92986065,-90.01835201,4
COMPLAINT OTHER,1,2018,10,30.00946123,-90.01049768,7
DISTURBANCE (OTHER),1,2018,10,29.96002207,-90.06033274,8
WARR STOP WITH RELEASE,0,2018,10,30.00168649,-90.041251,3
WARR STOP WITH RELEASE,0,2018,10,30.00168649,-90.041251,3
BICYCLE THEFT,1,2018,10,29.94175252,-90.11898777,2
COMPLAINT OTHER,1,2018,10,29.9392877,-90.08686805,6
HIT & RUN,1,2018,10,29.95459525,-90.10492151,2
TRAFFIC INCIDENT,1,2018,10,30.00405399,-90.03570694,3
COMPLAINT OTHER,1,2018,10,29.93394237,-90.08701842,6
COMPLAINT OTHER,1,2018,10,29.94498706,-90.10538336,2
AREA CHECK,1,2018,10,29.99452071,-90.11382053,3
